DATE_KEY	PRODUCT_TITLE	MAJOR_GENRE_DESC	CUSTOMER_NAME	REGION	COUNTRY_CODE	CURRENT_POSITION
2022-02-26	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NO	20
2021-10-29	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	172
2021-12-24	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	21
2021-12-09	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	11
2021-11-29	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	PT	64
2021-11-06	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	20
2021-11-29	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NO	17
2021-12-20	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	12
2022-02-28	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	10
2021-12-16	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	FI	87
2022-01-04	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	6
2022-02-03	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	FR	163
2021-12-12	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FR	151
2022-02-17	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	FI	9
2021-04-15	GHOST TOWN	Pop	Spotify	OTHER	FJ	88
2021-12-02	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	38
2021-12-15	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	24
2021-03-18	GHOST TOWN	Pop	Spotify	OTHER	KH	194
2022-02-04	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	KR	177
2022-03-03	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	KR	25
2022-02-23	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	KR	86
2021-04-01	GHOST TOWN	Pop	Spotify	OTHER	LB	180
2022-02-03	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	LI	156
2021-11-04	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	LT	169
2022-02-03	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	LU	112
2021-12-02	GHOST TOWN	Pop	Spotify	OTHER	MW	169
2022-03-03	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	SE	86
2021-11-25	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	SE	17
2021-12-02	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	SG	88
2021-02-25	GHOST TOWN	Pop	Spotify	OTHER	MG	120
2021-11-11	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	SG	1
2021-04-15	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	SG	150
2021-12-19	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	SG	50
2021-11-15	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	SG	115
2022-02-15	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	TH	166
2021-12-23	GHOST TOWN	Pop	Spotify	OTHER	TL	114
2022-01-06	GHOST TOWN	Pop	Spotify	OTHER	TV	5
2022-01-10	GHOST TOWN	Pop	Shazam	USA	US	98
2022-01-29	GHOST TOWN	Pop	Shazam	USA	US	87
2022-01-19	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	SE	21
2021-04-08	GHOST TOWN	Pop	Spotify	OTHER	UG	192
2021-12-16	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	SE	47
2022-01-13	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	SE	30
2021-04-08	GHOST TOWN	Pop	Spotify	OTHER	TL	98
2021-04-08	GHOST TOWN	Pop	Spotify	OTHER	CV	187
2022-02-20	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	2
2021-11-25	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	ES	37
2022-01-12	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	8
2022-02-10	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	6
2021-12-05	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	42
2021-11-11	GHOST TOWN	Pop	Spotify	OTHER	EG	11
2021-11-11	GHOST TOWN	Pop	Spotify	AFRICA	ZA	15
2022-02-09	GHOST TOWN	Pop	Shazam	CANADA	CA	101
2022-01-19	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	CH	151
2021-12-13	GHOST TOWN	Pop	Shazam	CANADA	CA	176
2022-02-11	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	CH	82
2022-02-10	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	BE	37
2022-01-05	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	20
2021-11-29	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	20
2022-01-08	GHOST TOWN	Pop	Ultratop	CONTINENTAL EUROPE	BE	34
2022-02-10	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	7
2022-02-12	GHOST TOWN	Pop	Ultratop	CONTINENTAL EUROPE	BE	27
2021-12-23	GHOST TOWN	Pop	Spotify	OTHER	BN	108
2021-10-28	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	BE	76
2021-12-11	GHOST TOWN	Pop	Shazam	UNITED KINGDOM	GB	98
2021-11-11	GHOST TOWN	Pop	Spotify	ASIA	IN	7
2021-11-11	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	TR	43
2021-11-11	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	HK	5
2022-01-21	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	HU	143
2021-12-11	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	IE	96
2021-12-02	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	IE	68
2021-11-25	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	IE	33
2021-12-01	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	IE	80
2021-11-11	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	IE	127
2022-01-25	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	5
2021-10-28	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	FI	53
2021-12-09	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	36
2021-11-17	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	55
2021-12-27	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	15
2021-11-04	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	FI	39
2021-12-09	GHOST TOWN	Pop	Spotify	OTHER	FJ	88
2022-01-04	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FR	133
2022-02-03	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	FR	39
2022-02-17	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FR	20
2021-11-25	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	DE	32
2021-12-16	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	DK	77
2021-12-17	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	22
2021-12-12	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	12
2022-02-02	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	6
2021-11-18	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	EE	135
2022-01-27	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	8
2021-12-16	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	NL	36
2021-12-16	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	NL	53
2022-01-13	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	NL	36
2021-11-18	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	NL	45
2021-12-09	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	NL	60
2022-02-18	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NL	10
2022-01-10	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NL	13
2022-02-03	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NO	14
2021-12-15	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NO	11
2021-11-05	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NO	8
2021-12-10	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NO	7
2021-11-15	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	7
2022-01-07	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	PT	88
2022-01-13	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	NZ	108
2021-12-11	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	PT	52
2022-02-03	GHOST TOWN	Pop	Spotify	OTHER	PW	114
2021-11-07	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	17
2021-12-23	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	19
2021-11-11	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	AE	105
2021-12-02	GHOST TOWN	Pop	Spotify	USA	US	42
2021-12-29	GHOST TOWN	Pop	Shazam	USA	US	177
2021-10-29	GHOST TOWN	Pop	Shazam	USA	US	157
2022-03-03	GHOST TOWN	Pop	Shazam	USA	US	58
2021-11-11	GHOST TOWN	Pop	Spotify	LATIN AMERICA	AR	27
2021-10-21	GHOST TOWN	Pop	Shazam	USA	US	194
2021-12-02	GHOST TOWN	Pop	Spotify	OTHER	KH	146
2021-12-09	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	KR	23
2021-12-14	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	KR	34
2021-11-25	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	KR	188
2021-12-02	GHOST TOWN	Pop	Spotify	OTHER	LB	165
2021-12-02	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	LU	27
2022-02-25	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	SE	31
2022-02-24	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	SE	19
2021-11-25	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	SG	71
2021-04-01	GHOST TOWN	Pop	Spotify	OTHER	SB	163
2021-11-18	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	SE	15
2022-02-05	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	SE	27
2021-12-05	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	SE	31
2021-12-30	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	SE	18
2021-11-24	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	SE	39
2021-11-26	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	SG	30
2021-03-11	GHOST TOWN	Pop	Spotify	OTHER	TL	98
2021-03-11	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	SE	57
2021-02-25	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	LU	200
2021-12-02	GHOST TOWN	Pop	Spotify	OTHER	VU	19
2021-10-23	GHOST TOWN	Pop	Shazam	CANADA	CA	134
2022-02-15	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	CH	90
2021-12-02	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	CH	180
2022-01-28	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	CH	123
2022-01-13	GHOST TOWN	Pop	Spotify	OTHER	BT	94
2021-11-18	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	BG	29
2021-03-18	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	BE	66
2022-01-21	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	9
2021-11-25	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	32
2022-02-05	GHOST TOWN	Pop	Ultratop	CONTINENTAL EUROPE	BE	26
2021-12-22	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	14
2021-11-25	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	AU	67
2022-02-18	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	8
2022-02-05	GHOST TOWN	Pop	Ultratop	CONTINENTAL EUROPE	BE	10
2021-12-19	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	15
2022-03-02	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	12
2021-11-18	GHOST TOWN	Pop	Spotify	LATIN AMERICA	BR	42
2021-12-07	GHOST TOWN	Pop	Shazam	UNITED KINGDOM	GB	60
2021-11-11	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	FI	4
2021-12-02	GHOST TOWN	Pop	Spotify	OTHER	FJ	72
2022-02-12	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FR	35
2021-03-25	GHOST TOWN	Pop	Spotify	OTHER	FJ	88
2021-12-23	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FR	125
2022-02-23	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FR	21
2021-12-28	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	HU	127
2021-11-24	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	IE	53
2021-11-14	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	IE	198
2021-12-12	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	IE	104
2021-11-25	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	MY	146
2021-04-22	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	MY	194
2022-02-24	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NL	13
2021-12-16	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	NL	57
2021-12-30	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	NL	70
2022-01-09	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NL	12
2021-12-02	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	NL	63
2021-12-02	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	NL	69
2021-12-09	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	NL	67
2022-01-06	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	NO	15
2021-12-04	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	7
2022-01-02	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	23
2021-01-07	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	NZ	49
2021-11-25	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	NZ	49
2022-02-14	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	173
2021-12-26	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	21
2021-10-31	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	125
2022-01-13	GHOST TOWN	Pop	Google Doc Charts	ASIA PACIFIC	NZ	25
2022-01-17	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	PT	69
2022-01-15	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	PT	67
2021-02-25	GHOST TOWN	Pop	Spotify	OTHER	PW	190
2022-01-27	GHOST TOWN	Pop	Spotify	OTHER	PW	164
2021-12-14	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NL	10
2021-10-28	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	NO	2
2021-11-18	GHOST TOWN	Pop	Spotify	LATIN AMERICA	PY	40
2021-11-20	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	PT	110
2022-01-13	GHOST TOWN	Pop	Spotify	OTHER	CW	137
2021-11-04	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	DK	9
2022-01-08	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	5
2022-01-13	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	8
2022-02-21	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	2
2021-11-18	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	KR	135
2021-12-03	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	KR	16
2021-12-23	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	KR	91
2022-01-13	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	LU	172
2021-12-22	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	SE	18
2021-04-22	GHOST TOWN	Pop	Spotify	OTHER	MG	120
2021-12-02	GHOST TOWN	Pop	Spotify	OTHER	MK	100
2021-03-18	GHOST TOWN	Pop	Spotify	OTHER	MU	137
2022-01-14	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	SE	24
2021-11-08	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	SE	77
2021-11-19	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	SE	85
2021-12-09	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	SG	150
2021-12-03	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	SG	35
2021-11-27	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	SG	30
2021-04-15	GHOST TOWN	Pop	Spotify	OTHER	UG	192
2022-02-01	GHOST TOWN	Pop	Shazam	USA	US	86
2021-12-25	GHOST TOWN	Pop	Shazam	USA	US	170
2022-01-31	GHOST TOWN	Pop	Shazam	USA	US	86
2021-11-11	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	SK	22
2022-02-18	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	TH	171
2021-03-04	GHOST TOWN	Pop	Spotify	OTHER	UG	192
2022-01-16	GHOST TOWN	Pop	Shazam	USA	US	94
2022-01-15	GHOST TOWN	Pop	Shazam	USA	US	89
2022-01-06	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	LI	154
2021-01-07	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	MT	74
2021-11-29	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	SG	33
2022-02-23	GHOST TOWN	Pop	Shazam	USA	US	65
2022-02-01	GHOST TOWN	Pop	Shazam	CANADA	CA	149
2022-02-03	GHOST TOWN	Pop	Shazam	CANADA	CA	123
2022-01-19	GHOST TOWN	Pop	Shazam	CANADA	CA	174
2022-01-22	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	CH	144
2022-03-01	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	CH	50
2022-02-02	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	CH	83
2022-01-27	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	BE	36
2021-11-18	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	AU	58
2022-01-15	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	CH	144
2021-10-28	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	AT	87
2022-02-02	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	10
2022-01-07	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	21
2022-01-27	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	8
2021-12-16	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	BE	31
2021-12-16	GHOST TOWN	Pop	Google Doc Charts	UNITED KINGDOM	GB	85
2022-01-23	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	HU	185
2021-11-17	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	IE	69
2022-01-26	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	IE	95
2021-12-09	GHOST TOWN	Pop	Spotify	OTHER	IS	184
2021-11-03	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	198
2021-12-28	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	14
2021-10-29	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	186
2021-11-14	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	72
2022-02-10	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FI	13
2021-04-15	GHOST TOWN	Pop	Spotify	OTHER	FM	139
2021-12-16	GHOST TOWN	Pop	Spotify	OTHER	FM	117
2022-01-27	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	FR	157
2022-01-05	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FR	124
2022-02-19	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FR	21
2022-01-27	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FR	51
2021-12-09	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	FR	152
2022-02-17	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	DK	14
2021-12-09	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	DK	78
2021-11-14	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	60
2021-12-31	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	22
2021-12-13	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	10
2021-11-21	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	79
2022-03-02	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	2
2021-11-20	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	DK	82
2021-12-16	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	DK	45
2021-02-25	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	MY	194
2021-11-04	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	NL	58
2021-11-18	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	NL	9
2022-02-15	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NL	10
2021-12-20	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NL	34
2022-01-30	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NL	17
2022-01-11	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NL	9
2021-12-04	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NL	11
2022-01-03	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NL	16
2021-11-04	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	NL	56
2022-01-11	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NO	11
2021-11-02	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NO	12
2022-01-27	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	NO	2
2021-12-02	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	NZ	38
2021-12-30	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	NZ	169
2022-01-13	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	NZ	100
2022-02-27	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	129
2021-12-08	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	11
2021-11-25	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	PL	35
2022-01-22	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	PT	81
2022-01-11	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	PT	77
2021-12-16	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	18
2022-02-10	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	PT	95
2021-10-21	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	NO	16
2021-01-07	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	PH	167
2021-12-06	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	NO	4
2022-01-01	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	NZ	22
2021-01-07	GHOST TOWN	Pop	Spotify	OTHER	PG	82
2021-12-22	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	KR	77
2021-04-08	GHOST TOWN	Pop	Spotify	OTHER	KH	194
2022-02-28	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	KR	51
2021-12-25	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	KR	108
2022-03-01	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	KR	44
2021-12-30	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	KR	148
2022-01-02	GHOST TOWN	Pop	Google Doc Charts	ASIA PACIFIC	KR	59
2021-03-04	GHOST TOWN	Pop	Spotify	OTHER	LB	180
2021-04-15	GHOST TOWN	Pop	Spotify	OTHER	LB	180
2021-04-01	GHOST TOWN	Pop	Spotify	OTHER	MG	120
2021-01-07	GHOST TOWN	Pop	Spotify	OTHER	MV	154
2021-12-23	GHOST TOWN	Pop	Spotify	OTHER	MW	177
2021-11-25	GHOST TOWN	Pop	Spotify	OTHER	SA	18
2022-01-22	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	SE	17
2021-11-28	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	SG	30
2021-12-02	GHOST TOWN	Pop	Spotify	OTHER	MG	190
2021-11-11	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	SE	1
2022-01-20	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	SE	47
2022-01-20	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	SE	16
2021-12-04	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	SG	38
2021-01-07	GHOST TOWN	Pop	Spotify	OTHER	SR	92
2021-12-22	GHOST TOWN	Pop	Shazam	USA	US	180
2021-11-11	GHOST TOWN	Pop	Spotify	OTHER	VN	9
2021-11-25	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	SG	37
2021-10-28	GHOST TOWN	Pop	Spotify	USA	US	152
2022-02-09	GHOST TOWN	Pop	Shazam	USA	US	82
2021-11-27	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	SE	22
2021-11-23	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	SE	44
2021-12-26	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	SG	168
2022-02-27	GHOST TOWN	Pop	Shazam	ASIA PACIFIC	TH	185
2021-11-11	GHOST TOWN	Pop	Spotify	CANADA	CA	37
2022-02-18	GHOST TOWN	Pop	Shazam	CANADA	CA	115
2022-02-14	GHOST TOWN	Pop	Shazam	CANADA	CA	83
2022-01-20	GHOST TOWN	Pop	Shazam	CANADA	CA	171
2022-01-03	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	27
2022-02-17	GHOST TOWN	Pop	Google Doc Charts	CONTINENTAL EUROPE	BE	4
2021-12-02	GHOST TOWN	Pop	Spotify	OTHER	BT	53
2021-12-16	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	BE	53
2021-04-15	GHOST TOWN	Pop	Spotify	CONTINENTAL EUROPE	BE	66
2022-03-01	GHOST TOWN	Pop	Shazam	CONTINENTAL EUROPE	BE	11
2021-12-02	GHOST TOWN	Pop	Spotify	ASIA PACIFIC	AU	69
