DATE_KEY	PRODUCT_TITLE	MAJOR_GENRE_DESC	CUSTOMER_NAME	COUNTRY_CODE	TOTAL_STREAMS
2022-01-15	GHOST TOWN	Singer/Songwriter	Spotify	FR	80
2022-01-15	GHOST TOWN	Pop	Spotify	IT	4642
2022-01-16	GHOST TOWN	Singer/Songwriter	Spotify	NZ	16
2022-01-16	GHOST TOWN	Pop	Spotify	CL	668
2022-01-18	GHOST TOWN	Singer/Songwriter	Spotify	GB	44
2022-01-18	GHOST TOWN	Pop	Spotify	SE	43535
2022-01-18	GHOST TOWN	Singer/Songwriter	Spotify	FR	88
2022-01-15	GHOST TOWN	Pop	Spotify	CM	19
2022-01-17	GHOST TOWN	Singer/Songwriter	Spotify	HR	4
2022-01-04	GHOST TOWN	Pop	Spotify	LU	516
2022-01-04	GHOST TOWN	Pop	Spotify	MA	515
2022-01-04	GHOST TOWN	Pop	Spotify	MC	18
2022-01-19	GHOST TOWN	Singer/Songwriter	Spotify	GB	36
2022-01-19	GHOST TOWN	Singer/Songwriter	Spotify	FR	82
2022-01-19	GHOST TOWN	Pop	Spotify	BR	4557
2022-01-18	GHOST TOWN	Pop	Spotify	JP	1486
2022-01-20	GHOST TOWN	Singer/Songwriter	Spotify	ZA	6
2022-01-06	GHOST TOWN	Singer/Songwriter	Spotify	ZA	1
2022-01-21	GHOST TOWN	Singer/Songwriter	Spotify	SA	4
2022-01-21	GHOST TOWN	Singer/Songwriter	Spotify	SE	154
2022-01-23	GHOST TOWN	Singer/Songwriter	Spotify	ES	9
2022-01-23	GHOST TOWN	Pop	Spotify	MX	2792
2022-01-23	GHOST TOWN	Pop	Spotify	SE	38634
2022-01-24	GHOST TOWN	Singer/Songwriter	Spotify	DE	99
2022-01-25	GHOST TOWN	Pop	Spotify	ES	3417
2022-01-25	GHOST TOWN	Pop	Spotify	IN	7006
2022-01-26	GHOST TOWN	Singer/Songwriter	Spotify	CA	62
2022-01-28	GHOST TOWN	Pop	Spotify	GB	29588
2022-01-28	GHOST TOWN	Singer/Songwriter	Spotify	DE	120
2022-01-13	GHOST TOWN	Pop	Spotify	NO	51036
2022-01-13	GHOST TOWN	Pop	Spotify	PA	163
2022-01-29	GHOST TOWN	Pop	Spotify	DE	35447
2022-01-29	GHOST TOWN	Singer/Songwriter	Spotify	NZ	9
2022-01-29	GHOST TOWN	Pop	Spotify	AD	37
2022-01-30	GHOST TOWN	Pop	Spotify	DE	34089
2022-01-30	GHOST TOWN	Singer/Songwriter	Spotify	BE	29
2022-01-31	GHOST TOWN	Pop	Spotify	RU	752
2022-01-31	GHOST TOWN	Pop	Spotify	FI	6031
2022-02-01	GHOST TOWN	Singer/Songwriter	Spotify	DE	90
2022-02-01	GHOST TOWN	Singer/Songwriter	Spotify	ID	16
2022-02-01	GHOST TOWN	Pop	Spotify	MZ	22
2022-02-01	GHOST TOWN	Pop	Spotify	HN	79
2022-01-31	GHOST TOWN	Pop	Spotify	TT	105
2022-01-31	GHOST TOWN	Pop	Spotify	TZ	69
2022-01-31	GHOST TOWN	Pop	Spotify	CM	27
2022-02-02	GHOST TOWN	Singer/Songwriter	Spotify	US	486
2022-02-02	GHOST TOWN	Pop	Spotify	CI	15
2022-02-03	GHOST TOWN	Pop	Spotify	CL	1086
2022-02-04	GHOST TOWN	Singer/Songwriter	Spotify	AT	2
2022-02-06	GHOST TOWN	Pop	Spotify	PL	5063
2022-01-28	GHOST TOWN	Pop	Spotify	JM	128
2022-02-03	GHOST TOWN	Pop	Spotify	TH	1153
2022-02-07	GHOST TOWN	Pop	Spotify	MX	3196
2022-02-07	GHOST TOWN	Singer/Songwriter	Spotify	NL	59
2022-02-07	GHOST TOWN	Singer/Songwriter	Spotify	GB	68
2022-01-28	GHOST TOWN	Pop	Spotify	TT	83
2022-02-04	GHOST TOWN	Pop	Spotify	UZ	53
2022-02-08	GHOST TOWN	Pop	Spotify	US	130324
2022-02-08	GHOST TOWN	Pop	Spotify	MX	3615
2022-01-04	GHOST TOWN	Pop	Spotify	BH	72
2022-01-13	GHOST TOWN	Pop	Spotify	AU	21452
2022-01-08	GHOST TOWN	Pop	Spotify	GE	52
2022-01-16	GHOST TOWN	Singer/Songwriter	Spotify	GB	58
2022-01-16	GHOST TOWN	Singer/Songwriter	Spotify	PH	19
2022-01-16	GHOST TOWN	Singer/Songwriter	Spotify	CH	10
2022-01-15	GHOST TOWN	Pop	Spotify	HK	1192
2022-01-17	GHOST TOWN	Singer/Songwriter	Spotify	NZ	28
2022-01-15	GHOST TOWN	Pop	Spotify	BG	217
2022-01-15	GHOST TOWN	Pop	Spotify	BJ	27
2022-01-15	GHOST TOWN	Singer/Songwriter	Spotify	IE	22
2022-01-13	GHOST TOWN	Singer/Songwriter	Spotify	SA	1
2022-01-19	GHOST TOWN	Singer/Songwriter	Spotify	DE	79
2022-01-19	GHOST TOWN	Singer/Songwriter	Spotify	CA	63
2022-01-19	GHOST TOWN	Pop	Spotify	IT	4532
2022-01-19	GHOST TOWN	Singer/Songwriter	Spotify	TW	4
2022-01-20	GHOST TOWN	Pop	Spotify	US	137050
2022-01-20	GHOST TOWN	Singer/Songwriter	Spotify	AU	36
2022-01-20	GHOST TOWN	Pop	Spotify	ES	3506
2022-01-20	GHOST TOWN	Singer/Songwriter	Spotify	ES	10
2022-01-20	GHOST TOWN	Pop	Spotify	TR	1551
2022-01-19	GHOST TOWN	Singer/Songwriter	Spotify	NZ	17
2022-01-21	GHOST TOWN	Pop	Spotify	FR	47754
2022-01-22	GHOST TOWN	Singer/Songwriter	Spotify	NO	65
2022-01-23	GHOST TOWN	Pop	Spotify	AU	18014
2022-01-23	GHOST TOWN	Pop	Spotify	BR	3309
2022-01-23	GHOST TOWN	Pop	Spotify	ZA	1705
2022-01-21	GHOST TOWN	Pop	Spotify	CD	3
2022-01-24	GHOST TOWN	Pop	Spotify	US	130732
2022-01-21	GHOST TOWN	Singer/Songwriter	Spotify	GH	1
2022-01-20	GHOST TOWN	Pop	Spotify	CI	9
2022-01-24	GHOST TOWN	Pop	Spotify	LA	15
2022-01-24	GHOST TOWN	Pop	Spotify	LC	8
2022-01-24	GHOST TOWN	Pop	Spotify	ME	13
2022-01-26	GHOST TOWN	Singer/Songwriter	Spotify	DE	73
2022-01-27	GHOST TOWN	Singer/Songwriter	Spotify	FR	77
2022-01-27	GHOST TOWN	Pop	Spotify	PH	10719
2022-01-28	GHOST TOWN	Singer/Songwriter	Spotify	PH	15
2022-01-28	GHOST TOWN	Pop	Spotify	TR	1267
2022-01-13	GHOST TOWN	Singer/Songwriter	Spotify	NO	114
2022-01-26	GHOST TOWN	Pop	Spotify	KG	33
2022-01-29	GHOST TOWN	Singer/Songwriter	Spotify	US	362
2022-01-29	GHOST TOWN	Pop	Spotify	PH	9318
2022-01-30	GHOST TOWN	Pop	Spotify	NL	59360
2022-01-30	GHOST TOWN	Pop	Spotify	HK	927
2022-01-20	GHOST TOWN	Pop	Spotify	RS	119
2022-01-28	GHOST TOWN	Pop	Spotify	BN	144
2022-01-30	GHOST TOWN	Pop	Spotify	RO	784
2022-02-01	GHOST TOWN	Pop	Spotify	US	128606
2022-02-01	GHOST TOWN	Pop	Spotify	MX	3778
2022-02-01	GHOST TOWN	Pop	Spotify	CW	13
2022-01-31	GHOST TOWN	Pop	Spotify	SV	70
2022-01-31	GHOST TOWN	Pop	Spotify	TG	4
2022-01-31	GHOST TOWN	Pop	Spotify	GT	199
2022-01-31	GHOST TOWN	Pop	Spotify	GW	1
2022-01-31	GHOST TOWN	Pop	Spotify	OM	79
2022-01-31	GHOST TOWN	Pop	Spotify	NP	147
2022-02-02	GHOST TOWN	Pop	Spotify	TR	1287
2022-02-02	GHOST TOWN	Pop	Spotify	CO	443
2022-02-05	GHOST TOWN	Pop	Spotify	PT	2085
2022-02-05	GHOST TOWN	Pop	Spotify	ID	10571
2022-02-04	GHOST TOWN	Pop	Spotify	US	121781
2022-02-04	GHOST TOWN	Singer/Songwriter	Spotify	DE	72
2022-02-04	GHOST TOWN	Pop	Spotify	LU	562
2022-02-04	GHOST TOWN	Pop	Spotify	BR	4381
2022-02-04	GHOST TOWN	Singer/Songwriter	Spotify	NG	4
2022-02-06	GHOST TOWN	Pop	Spotify	FR	46783
2022-02-06	GHOST TOWN	Singer/Songwriter	Spotify	PH	16
2022-01-21	GHOST TOWN	Pop	Spotify	TJ	5
2022-02-05	GHOST TOWN	Pop	Spotify	MX	156
2022-02-07	GHOST TOWN	Singer/Songwriter	Spotify	CH	10
2022-01-28	GHOST TOWN	Pop	Spotify	PS	12
2022-01-14	GHOST TOWN	Pop	Spotify	AD	30
2022-02-04	GHOST TOWN	Pop	Spotify	UY	87
2022-02-04	GHOST TOWN	Pop	Spotify	VE	94
2022-02-08	GHOST TOWN	Pop	Spotify	FR	51178
2022-02-08	GHOST TOWN	Singer/Songwriter	Spotify	PH	21
2022-02-08	GHOST TOWN	Singer/Songwriter	Spotify	IE	5
2022-02-08	GHOST TOWN	Singer/Songwriter	Spotify	HK	11
2022-01-25	GHOST TOWN	Pop	Spotify	IE	4447
2022-02-05	GHOST TOWN	Pop	Spotify	AZ	45
2022-02-06	GHOST TOWN	Pop	Spotify	CY	126
2022-01-17	GHOST TOWN	Pop	Spotify	DE	37583
2022-01-10	GHOST TOWN	Singer/Songwriter	Spotify	PH	31
2022-01-22	GHOST TOWN	Pop	Spotify	TW	1643
2022-01-28	GHOST TOWN	Singer/Songwriter	Spotify	TR	1
2022-01-29	GHOST TOWN	Pop	Spotify	ES	2916
2022-02-01	GHOST TOWN	Pop	Spotify	NE	1
2022-02-03	GHOST TOWN	Pop	Spotify	NO	38822
2022-02-04	GHOST TOWN	Singer/Songwriter	Spotify	CA	62
2022-02-06	GHOST TOWN	Singer/Songwriter	Spotify	PL	9
2022-02-06	GHOST TOWN	Singer/Songwriter	Spotify	ZA	5
2022-02-03	GHOST TOWN	Singer/Songwriter	Spotify	JP	2
2022-02-05	GHOST TOWN	Pop	Spotify	NO	36436
2022-02-05	GHOST TOWN	Pop	Spotify	NZ	5661
2022-02-03	GHOST TOWN	Pop	Spotify	SZ	3
2022-02-07	GHOST TOWN	Pop	Spotify	NL	67187
2022-02-07	GHOST TOWN	Pop	Spotify	BH	43
2022-02-05	GHOST TOWN	Pop	Spotify	BA	46
2022-01-13	GHOST TOWN	Pop	Spotify	KE	368
2022-01-05	GHOST TOWN	Pop	Spotify	JO	136
2022-01-05	GHOST TOWN	Pop	Spotify	GE	51
2022-01-05	GHOST TOWN	Pop	Spotify	GT	343
2022-01-05	GHOST TOWN	Pop	Spotify	ID	25503
2022-01-05	GHOST TOWN	Pop	Spotify	TJ	5
2022-01-06	GHOST TOWN	Pop	Spotify	BE	18960
2022-01-07	GHOST TOWN	Pop	Spotify	IL	861
2022-01-07	GHOST TOWN	Pop	Spotify	SL	8
2022-01-09	GHOST TOWN	Singer/Songwriter	Spotify	BR	6
2022-01-10	GHOST TOWN	Singer/Songwriter	Spotify	FI	24
2022-01-10	GHOST TOWN	Singer/Songwriter	Spotify	BE	40
2022-01-11	GHOST TOWN	Pop	Spotify	AU	21328
2022-01-11	GHOST TOWN	Singer/Songwriter	Spotify	BG	3
2022-01-11	GHOST TOWN	Pop	Spotify	BO	126
2022-01-11	GHOST TOWN	Pop	Spotify	IQ	69
2022-01-11	GHOST TOWN	Pop	Spotify	IS	767
2022-01-06	GHOST TOWN	Pop	Spotify	GA	8
2022-01-10	GHOST TOWN	Singer/Songwriter	Spotify	CY	1
2022-01-09	GHOST TOWN	Pop	Spotify	GE	51
2022-01-04	GHOST TOWN	Pop	Spotify	CO	793
2022-01-09	GHOST TOWN	Pop	Spotify	JM	123
2022-01-09	GHOST TOWN	Pop	Spotify	BD	100
2022-01-12	GHOST TOWN	Pop	Spotify	ZA	1857
2022-01-12	GHOST TOWN	Singer/Songwriter	Spotify	IN	34
2022-01-10	GHOST TOWN	Pop	Spotify	HR	220
2022-01-13	GHOST TOWN	Pop	Spotify	CA	24767
2022-01-13	GHOST TOWN	Singer/Songwriter	Spotify	IE	15
2022-01-08	GHOST TOWN	Pop	Spotify	TZ	82
2022-01-16	GHOST TOWN	Pop	Spotify	AR	1148
2022-01-16	GHOST TOWN	Pop	Spotify	ES	3532
2022-01-16	GHOST TOWN	Pop	Spotify	SA	710
2022-01-16	GHOST TOWN	Singer/Songwriter	Spotify	SA	4
2022-01-16	GHOST TOWN	Pop	Spotify	SC	13
2022-01-16	GHOST TOWN	Pop	Spotify	TN	131
2022-01-15	GHOST TOWN	Pop	Spotify	BA	31
2022-01-15	GHOST TOWN	Pop	Spotify	BD	110
2022-01-15	GHOST TOWN	Singer/Songwriter	Spotify	FI	17
2022-01-15	GHOST TOWN	Pop	Spotify	PE	279
2022-01-18	GHOST TOWN	Pop	Spotify	BE	17718
2022-01-18	GHOST TOWN	Pop	Spotify	CH	5197
2022-01-17	GHOST TOWN	Pop	Spotify	ZW	46
2022-01-15	GHOST TOWN	Singer/Songwriter	Spotify	ZA	9
2022-01-17	GHOST TOWN	Pop	Spotify	SK	727
2022-01-17	GHOST TOWN	Pop	Spotify	SN	8
2022-01-17	GHOST TOWN	Pop	Spotify	PW	1
2022-01-17	GHOST TOWN	Pop	Spotify	BB	20
2022-01-18	GHOST TOWN	Pop	Spotify	CL	890
2022-01-19	GHOST TOWN	Pop	Spotify	NG	544
2022-01-19	GHOST TOWN	Pop	Spotify	NI	32
2022-01-20	GHOST TOWN	Pop	Spotify	VC	4
2022-01-18	GHOST TOWN	Pop	Spotify	MY	5068
2022-01-21	GHOST TOWN	Singer/Songwriter	Spotify	DK	38
2022-01-21	GHOST TOWN	Singer/Songwriter	Spotify	AU	25
2022-01-17	GHOST TOWN	Pop	Spotify	VU	2
2022-01-17	GHOST TOWN	Pop	Spotify	WS	2
2022-01-22	GHOST TOWN	Pop	Spotify	FM	1
2022-01-21	GHOST TOWN	Pop	Spotify	AZ	49
2022-01-23	GHOST TOWN	Singer/Songwriter	Spotify	CH	22
2022-01-23	GHOST TOWN	Pop	Spotify	FI	5980
2022-01-23	GHOST TOWN	Singer/Songwriter	Spotify	NL	75
2022-01-22	GHOST TOWN	Pop	Spotify	MG	10
2022-01-20	GHOST TOWN	Pop	Spotify	MY	4911
2022-01-10	GHOST TOWN	Singer/Songwriter	Spotify	SG	21
2022-01-23	GHOST TOWN	Pop	Spotify	IL	818
2022-01-24	GHOST TOWN	Pop	Spotify	PT	2578
2022-01-24	GHOST TOWN	Singer/Songwriter	Spotify	IT	5
2022-01-24	GHOST TOWN	Singer/Songwriter	Spotify	BE	89
2022-01-24	GHOST TOWN	Pop	Spotify	ES	3318
2022-01-21	GHOST TOWN	Pop	Spotify	HT	19
2022-01-24	GHOST TOWN	Pop	Spotify	GD	3
2022-01-10	GHOST TOWN	Pop	Spotify	VN	913
