PRODUCT_TITLE	MAJOR_GENRE_DESC	CUSTOMER_NAME	COUNTRY_CODE	TOTAL_STREAMS
Mujeres y Petas	Latin	Spotify	AD	441
Right Round	Rap/Hip Hop	Spotify	AD	440
Dime Cuantas Veces	Latin	Spotify	AD	440
De bonesh	Pop	Spotify	AD	440
Glory of Love	Pop	Spotify	AD	439
Pólvora	Pop	Spotify	AD	439
Brindo	Latin Pop	Spotify	AD	438
Ironic	Pop	Spotify	AD	438
Quan tot s'enlaira	World Music	Spotify	AD	438
Nunca volverá (feat. Raquel del Rosario, El sueño de Morfeo)	Pop	Spotify	AD	436
Gitana (feat. Sergio Contreras y Demarco Flamenco)	Dance	Spotify	AD	436
I'll Be There	Pop	Spotify	AD	435
Rapido	Soundtrack	Spotify	AD	435
Dime quién ama de verdad	Pop	Spotify	AD	435
Mundo imperfecto	Pop	Spotify	AD	434
You Say	Contemporary Christian	Spotify	AD	432
Princesa de mi cuento	Pop	Spotify	AD	432
Chacho (feat. fernandocosta)	Latin	Spotify	AD	430
Sweet Disposition	Rock	Spotify	AD	428
La lista de la compra	Pop	Spotify	AD	428
Dark Necessities	Alternative	Spotify	AD	428
Cola	Dance	Spotify	AD	428
Bad Habits (feat. Bring Me The Horizon)	Pop	Spotify	AD	427
A Groovy Kind of Love	Pop	Spotify	AD	427
Alright	Rock	Spotify	AD	426
Skinny Love	Alternative	Spotify	AD	426
I Don't Care	Pop	Spotify	AD	425
Adventure of a Lifetime	Alternative	Spotify	AD	425
Te esperaré toda la vida	Pop	Spotify	AD	424
Snowman	Holiday	Spotify	AD	424
Alors On Danse	Dance	Spotify	AD	423
808	Rap/Hip Hop	Spotify	AD	422
Entre mis recuerdos	Pop	Spotify	AD	421
The Chain	Rock	Spotify	AD	420
NEGRO MATE	Latin	Spotify	AD	420
Désenchantée	Pop	Spotify	AD	420
Disparos	Pop	Spotify	AD	420
Stand By	Rock	Spotify	AD	420
Despedida y cierre (feat. Manuel Carrasco)	Pop	Spotify	AD	419
Moriría por vos	Pop	Spotify	AD	418
Go Your Own Way	Pop	Spotify	AD	417
Captain (whistle)	Rap/Hip Hop	Spotify	AD	417
By the Way	Alternative	Spotify	AD	417
At My Worst	R&B	Spotify	AD	417
Cheque al portamor	Pop	Spotify	AD	417
No puedo vivir sin ti	Rock	Spotify	AD	416
Immigrant Song	Rock	Spotify	AD	416
A quemarropa	Rock	Spotify	AD	415
Boulevard of Broken Dreams	Alternative	Spotify	AD	415
Sabor de amor	Pop	Spotify	AD	414
Ponte Pa' Mi	Latin	Spotify	AD	414
Noches de bohemia	World Music	Spotify	AD	414
One More Night	Pop	Spotify	AD	413
Hallucinate	Pop	Spotify	AD	413
Tubaru	Latin Pop	Spotify	AD	411
I Love It (feat. Charli XCX)	Dance	Spotify	AD	411
Butterflies	Pop	Spotify	AD	410
Serpiente Veneno (feat. Ele A El Dominio)	Latin	Spotify	AD	410
Para no olvidar	Pop	Spotify	AD	410
Drive	Pop	Spotify	AD	409
El roce de tu cuerpo	Pop	Spotify	AD	409
Purple Rain	Pop	Spotify	AD	408
Ahípamí	Pop	Spotify	AD	408
A Little Respect	Pop	Spotify	AD	407
Bukowski	Hip Hop	Spotify	AD	407
UP	Pop	Spotify	AD	407
No Puedo	Latin	Spotify	AD	406
Si hubieras querido	Latin Pop	Spotify	AD	406
No Puedo Responder	Rap/Hip Hop	Spotify	AD	405
Rojitas las orejas	Pop	Spotify	AD	405
Je m'appelle Blessed	Rap/Hip Hop	Spotify	AD	405
Rayando El Sol	Pop	Spotify	AD	405
American Idiot	Alternative	Spotify	AD	405
Como te imaginé	World Music	Spotify	AD	405
Mi Verdad (feat. Shakira)	Latin Pop	Spotify	AD	405
Don't Be so Hard on Yourself	Pop	Spotify	AD	404
I Won't Give Up	Pop	Spotify	AD	403
OK	Dance	Spotify	AD	403
It's My Life	Pop	Spotify	AD	403
Hero	Dance	Spotify	AD	402
Americana (feat. Echosmith)	Pop	Spotify	AD	402
Here I Go Again	Pop	Spotify	AD	402
¡Corre!	Pop	Spotify	AD	401
Dani California	Alternative	Spotify	AD	401
Uprising	Alternative	Spotify	AD	401
Lejos	Latin	Spotify	AD	400
Entre dos tierras	Latin	Spotify	AD	399
Corazon de mimbre	Rock	Spotify	AD	399
No me importa nada	Pop	Spotify	AD	399
Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles)	Latin	Spotify	AD	398
Atracción (feat. Nyno Vargas)	World Music	Spotify	AD	397
XO Tour Llif3	Rap/Hip Hop	Spotify	AD	394
This Is Me	Soundtrack	Spotify	AD	394
Nunca volverá	Pop	Spotify	AD	394
Big Poppa	Rap/Hip Hop	Spotify	AD	394
Demasiado Loco	Latin	Spotify	AD	393
Galaxia	Pop	Spotify	AD	393
Home	Pop	Spotify	AD	392
El cielo no entiende	Pop	Spotify	AD	392
Without You (feat. Usher)	Dance	Spotify	AD	392
Aunque tú no lo sepas	Pop	Spotify	AD	392
TBT (Remix) [feat. Micro TDH, Feid]	Latin	Spotify	AD	391
Break on Through (To the Other Side)	Rock	Spotify	AD	391
Miedito o Qué? (feat. KAROL G)	Latin Pop	Spotify	AD	391
SLOW DANCING IN THE DARK	R&B	Spotify	AD	391
Alitas de mar (feat. Juanito Makandé)	Alternative	Spotify	AD	391
Bongo Cha Cha Cha	Dance	Spotify	AD	390
Nada que perder	Rock	Spotify	AD	389
Te Acuerdas Que	Rap/Hip Hop	Spotify	AD	389
Perfect (feat. Haris)	Dance	Spotify	AD	389
Just the Two of Us	Jazz	Spotify	AD	389
Like I Do	Dance	Spotify	AD	388
La Bamba	Rock	Spotify	AD	388
Is This Love	Pop	Spotify	AD	387
Your Song	Pop	Spotify	AD	386
Swing	Latin Pop	Spotify	AD	386
Baby, I Love Your Way	Pop	Spotify	AD	385
Tuesday (feat. Danelle Sandoval)	Dance	Spotify	AD	385
The Blower's Daughter	Singer/Songwriter	Spotify	AD	384
Day in the Life	Rap/Hip Hop	Spotify	AD	384
Cold Shoulder	Rap/Hip Hop	Spotify	AD	380
Numb / Encore	Rock	Spotify	AD	380
Headlights (feat. KIDDO)	Dance	Spotify	AD	379
Self Control	Pop	Spotify	AD	378
Día De Pago	Latin	Spotify	AD	376
Bando Boyz Free 2	Latin	Spotify	AD	376
Not Available		Spotify	AD	376
París	Pop	Spotify	AD	376
Sad Boy (feat. Ava Max & Kylie Cantrall)	Pop	Spotify	AD	375
Khabib	Rap/Hip Hop	Spotify	AD	374
Malos Hábitos	Pop	Spotify	AD	374
Sun Goes Down (feat. Jasmine Thompson)	Dance	Spotify	AD	373
Bella	Reggaeton	Spotify	AD	372
Green Onions	Rock	Spotify	AD	372
Haz de luz	Alternative	Spotify	AD	370
Clint Eastwood	Pop	Spotify	AD	370
human	Pop	Spotify	AD	369
Pero a tu lado 2020	Pop	Spotify	AD	369
Ride With Me (feat. Kid Ink)	Dance	Spotify	AD	368
Want to Want Me	Pop	Spotify	AD	368
Buscando en la basura	Rock	Spotify	AD	367
Ronaldinho	Rap/Hip Hop	Spotify	AD	366
Esta soy yo	Pop	Spotify	AD	366
Cambios	Reggaeton	Spotify	AD	366
24K Magic	Pop	Spotify	AD	365
Imperio	Latin	Spotify	AD	365
Perfect Duet (Ed Sheeran & Beyoncé)	Pop	Spotify	AD	365
First Times	Pop	Spotify	AD	365
La Cartita Remix (feat. Mala Rodríguez)	Latin	Spotify	AD	364
Gloria	Pop	Spotify	AD	364
Wings	Alternative	Spotify	AD	364
I Miss You (feat. Julia Michaels)	Dance	Spotify	AD	364
Gaviota	Soundtrack	Spotify	AD	363
Low (feat. T-Pain)	Rap/Hip Hop	Spotify	AD	363
Wake Me up When September Ends	Pop	Spotify	AD	362
Cóseme	Pop	Spotify	AD	362
Rewrite The Stars	Soundtrack	Spotify	AD	362
Hypnotize	Rap/Hip Hop	Spotify	AD	362
Años 80	Pop	Spotify	AD	361
Da Ya Think I'm Sexy?	Pop	Spotify	AD	361
40 NOCHES	Hip Hop	Spotify	AD	360
Rock You Like a Hurricane	Rock	Spotify	AD	360
Imperfectos	Pop	Spotify	AD	359
Coronamos	Reggaeton	Spotify	AD	359
Sparks	Rock	Spotify	AD	359
Flames	Dance	Spotify	AD	358
Me vas a ver	Pop	Spotify	AD	358
Si jamais j'oublie	French Pop	Spotify	AD	358
Arthur's Theme (Best That You Can Do)	Pop	Spotify	AD	357
Hare Krishna	Rap/Hip Hop	Spotify	AD	357
Speechless (feat. Erika Sirola)	Dance	Spotify	AD	356
Hola Bebé	Latin	Spotify	AD	356
Tan vacío	Pop	Spotify	AD	356
Me Colé en una Fiesta	Pop	Spotify	AD	356
Copines	R&B	Spotify	AD	354
Plan fatal	Pop	Spotify	AD	353
1+1	Pop	Spotify	AD	353
Bando Boyz Free	Latin	Spotify	AD	353
Love Changes (Everything)	Pop	Spotify	AD	352
One Call Away	Pop	Spotify	AD	350
Numb	Electronic	Spotify	AD	350
Right Down the Line	Rock	Spotify	AD	350
A la deriva	World Music	Spotify	AD	350
Let's Dance	Pop	Spotify	AD	349
Subsidio	Rap/Hip Hop	Spotify	AD	349
Rebel Rebel	Pop	Spotify	AD	349
Where Them Girls At (feat. Nicki Minaj & Flo Rida)	Electronica	Spotify	AD	348
Días de verano	Pop	Spotify	AD	348
Feeling Good	Pop	Spotify	AD	348
Mi rumbita pa tus pies	Pop	Spotify	AD	347
Proud Mary	Pop	Spotify	AD	346
Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)	Dance	Spotify	AD	346
Habibi	Hip Hop	Spotify	AD	346
Temperature	Pop	Spotify	AD	346
Stand by Me	R&B	Spotify	AD	346
Me llama	Pop	Spotify	AD	346
Golden Brown	Pop	Spotify	AD	346
Ve y dile (feat. Antonio José)	Latin Pop	Spotify	AD	345
Y, ¿Si fuera ella?	Pop	Spotify	AD	344
Treasure	Pop	Spotify	AD	343
1+1 (feat. Amir)	Pop	Spotify	AD	343
Am I Wrong	Pop	Spotify	AD	342
Owner of a Lonely Heart	Rock	Spotify	AD	341
Cicatrices (feat. Indara)	Pop	Spotify	AD	341
Me llamas (feat. Maluma)	Latin Pop	Spotify	AD	341
Esquina	Hip Hop	Spotify	AD	340
VVS	Rap/Hip Hop	Spotify	AD	340
LOYAL (feat. Drake and Bad Bunny)	R&B	Spotify	AD	340
La Última Vez	Hip Hop	Spotify	AD	340
Everglow	Alternative	Spotify	AD	340
Baby Jane	Rock	Spotify	AD	340
Cada dos minutos (con Rulo y la Contrabanda y Kutxi Romero)	Pop	Spotify	AD	339
Magic	Pop	Spotify	AD	339
Envolver	Latin Pop	Spotify	AD	338
On The Road (feat. Elpatron970, Felp 22)	Latin	Spotify	AD	338
Maldito duende	Pop	Spotify	AD	338
DANÇARINA	Brazilian	Spotify	AD	338
La dansa del vestit	World Music	Spotify	AD	337
You Sexy Thing	Pop	Spotify	AD	337
Long Train Runnin'	Rock	Spotify	AD	337
Airplanes (feat. Hayley Williams of Paramore)	Rap/Hip Hop	Spotify	AD	336
Pasos de cero	Latin Pop	Spotify	AD	336
Torno a ser jo	Pop	Spotify	AD	335
Miedo	Rock	Spotify	AD	335
Envolver Remix	Latin Pop	Spotify	AD	335
Cuéntame un cuento	Pop	Spotify	AD	334
Billionaire (feat. Bruno Mars)	Pop	Spotify	AD	334
Momentismo absoluto	Electronica	Spotify	AD	333
Blitzkrieg Bop	Rock	Spotify	AD	333
Amor Qué Me Hiciste	Soundtrack	Spotify	AD	333
Nail Tech	Rap/Hip Hop	Spotify	AD	333
Intoxicated	Pop	Spotify	AD	332
Soul Man	R&B	Spotify	AD	332
Mónaco	Latin Pop	Spotify	AD	332
Give Me the Night	Pop	Spotify	AD	331
Water Fountain	Pop	Spotify	AD	331
Esta Noche	Latin Pop	Spotify	AD	331
Hola, Nena (feat. Omar Montes)	Latin Pop	Spotify	AD	331
Com una bala	Alternative Rock	Spotify	AD	330
6 AM	Rap/Hip Hop	Spotify	AD	330
Girls & Boys	Rock	Spotify	AD	330
Dímelo	Latin	Spotify	AD	330
La conocí bailando (feat. K-Narias)	Dance	Spotify	AD	329
Don Patricio: Bzrp Music Sessions, Vol. 25	Latin	Spotify	AD	328
Siempre me quedará	Pop	Spotify	AD	328
Cuando zarpa el amor (feat. Juan Magán)	Pop	Spotify	AD	328
Around the World	Dance	Spotify	AD	328
Tot és més fàcil (feat. Miki Núñez)	Pop	Spotify	AD	327
Everybody Needs Somebody to Love	R&B	Spotify	AD	327
Canción de amor caducada	Pop	Spotify	AD	327
Black Dog	Rock	Spotify	AD	327
Superman	Pop	Spotify	AD	326
Uno más uno son 7	Pop	Spotify	AD	326
Más De La Una	Latin Pop	Spotify	AD	326
I'm a Mess	Pop	Spotify	AD	326
Soy Así (Summer Mix)	Dance	Spotify	AD	325
We Don't Need Another Hero (Thunderdome)	Pop	Spotify	AD	324
Lo echamos a suertes	Miscellaneous	Spotify	AD	324
Como Si Nada	Reggaeton	Spotify	AD	323
WAP (feat. Megan Thee Stallion)	Rap/Hip Hop	Spotify	AD	323
Give It Away	Alternative	Spotify	AD	322
No me crees (feat. Javier Ojeda)	Pop	Spotify	AD	322
Somebody To Love	Dance	Spotify	AD	322
Respirar	Pop	Spotify	AD	322
Hold My Hand	Pop	Spotify	AD	321
On Melancholy Hill	Pop	Spotify	AD	321
Ahora Te Puedes Marchar	Latin	Spotify	AD	320
La senda del tiempo	Pop	Spotify	AD	319
Lo siento (feat. Sofía Reyes)	Pop	Spotify	AD	319
A veces se me pasa, a veces paso (feat. Blasfem)	Hip Hop	Spotify	AD	319
A gritos de esperanza (feat. Jesús Navarro)	Pop	Spotify	AD	319
Como un lobo (Dueto 2007)	Pop	Spotify	AD	318
Riders on the Storm	Rock	Spotify	AD	318
Animals	Dance	Spotify	AD	318
Magic	Alternative	Spotify	AD	317
La Incondicional	Pop	Spotify	AD	317
No Promises (feat. Demi Lovato)	Dance	Spotify	AD	316
Like a Virgin	Pop	Spotify	AD	316
Spending My Time	Pop	Spotify	AD	316
horror story	Alternative	Spotify	AD	316
Our House	Pop	Spotify	AD	316
Tu Nombre (feat. JC Reyes, El Daddy)	Hip Hop	Spotify	AD	315
If You Love Her	Pop	Spotify	AD	315
Side Effect (feat. Au/Ra)	Dance	Spotify	AD	314
Similares (feat. Sinsinati)	Pop	Spotify	AD	314
Comfortably Numb	Pop	Spotify	AD	314
Pa´ mi guerrera	Pop	Spotify	AD	313
Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard)	Hip Hop	Spotify	AD	312
Cornfield Chase	Soundtrack	Spotify	AD	312
Never Ending Story	Pop	Spotify	AD	312
Rise Up	R&B	Spotify	AD	311
Corazón descalzo	Latin Pop	Spotify	AD	311
Entre la espada y la pared	Pop	Spotify	AD	310
Porcelain	Pop	Spotify	AD	310
Felicidad	Pop	Spotify	AD	310
1, 2, 3 (feat. Jason Derulo & De La Ghetto)	Latin Pop	Spotify	AD	310
3 A.M.	Latin Pop	Spotify	AD	310
Cazame	Latin	Spotify	AD	310
Voy a pasármelo bien	Pop	Spotify	AD	309
Light My Fire	Rock	Spotify	AD	309
Starlight	Alternative	Spotify	AD	309
Flexin'	Latin Pop	Spotify	AD	309
Felices x Siempre	Latin Pop	Spotify	AD	308
Sacrifice	Pop	Spotify	AD	308
It Will Rain	Soundtrack	Spotify	AD	308
What I've Done	Alternative	Spotify	AD	308
All for Love	Pop	Spotify	AD	308
Dime Cuantas Veces (Remix) [feat. Justin Quiles]	Latin	Spotify	AD	307
Scare Me (feat. Karra)	Dance	Spotify	AD	307
En algún lugar (feat. Santi Balmes & Víctor Cabezuelo)	Pop	Spotify	AD	307
Money	Pop	Spotify	AD	307
We Built This City	Adult Contemporary	Spotify	AD	306
Mi primer millon	Pop	Spotify	AD	306
Impossible (feat. John Martin)	Dance	Spotify	AD	305
So Am I	Pop	Spotify	AD	305
Mirando al cielo (feat. Rozalén)	Pop	Spotify	AD	305
I'll Never Not Love You	Pop	Spotify	AD	304
Space Oddity	Pop	Spotify	AD	304
Una Vida Para Recordar	Latin Pop	Spotify	AD	304
It's a Sin	Pop	Spotify	AD	304
love nwantiti (feat. ElGrande Toto)	World Music	Spotify	AD	304
Hooked On A Feeling	Pop	Spotify	AD	304
Déjame vivir (feat. Lamari)	Pop	Spotify	AD	303
The Boy Is Mine	Pop	Spotify	AD	303
Ojos de gata	Pop	Spotify	AD	302
Meant to Be (feat. Florida Georgia Line)	Pop	Spotify	AD	302
Desde cuando	Pop	Spotify	AD	301
Le Freak	Dance	Spotify	AD	301
Robarle tiempo al tiempo	Pop	Spotify	AD	301
Salgo pa la calle	Hip Hop	Spotify	AD	301
Recuérdame	Latin Pop	Spotify	AD	301
Aventador	Rap/Hip Hop	Spotify	AD	301
El ataque de las chicas cocodrilo	Pop	Spotify	AD	301
Love's Train	R&B	Spotify	AD	301
P' aquí, p' allá	Rock	Spotify	AD	300
Dumb	Pop	Spotify	AD	300
La Pared 720 (feat. Justin Quiles, Brray)	Latin	Spotify	AD	300
2U (feat. Justin Bieber)	Dance	Spotify	AD	299
Jardín de rosas	Pop	Spotify	AD	299
Nos perderemos en Marte	Pop	Spotify	AD	299
Loco	Pop	Spotify	AD	299
Llego Tarde	Pop	Spotify	AD	299
Bonfire Heart	Pop	Spotify	AD	299
Goodbye My Lover	Pop	Spotify	AD	298
Espectacular	Electronica	Spotify	AD	298
Condenado Para El Millón	Latin	Spotify	AD	298
All Right	Pop	Spotify	AD	298
Mucho mejor (feat. Coque Malla)	Pop	Spotify	AD	298
The Living Years	Pop	Spotify	AD	298
La mujer cactus y el hombre globo	Alternative	Spotify	AD	298
Nightjar (feat. SHELLS)	Dance	Spotify	AD	297
Praise You	Dance	Spotify	AD	297
Esencial	Pop	Spotify	AD	297
Cry to Me	R&B	Spotify	AD	297
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016)	Dance	Spotify	AD	297
Perdonarme (feat. Taburete)	Pop	Spotify	AD	297
Bubblegum Bitch	Alternative	Spotify	AD	296
Venus	Pop	Spotify	AD	296
Moving	World Music	Spotify	AD	296
pessoa certa hora errada	Brazilian	Spotify	AD	296
Inventas	Pop	Spotify	AD	296
Downtown	Brazilian	Spotify	AD	296
Glorious (feat. Skylar Grey)	Rap/Hip Hop	Spotify	AD	295
Good Ones	Pop	Spotify	AD	295
99 Luftballons	Pop	Spotify	AD	293
Skate	R&B	Spotify	AD	293
Tanto	Latin Pop	Spotify	AD	293
Titanium (feat. Sia)	Electronic	Spotify	AD	293
Blow Your Mind (Mwah)	Pop	Spotify	AD	293
Me acordé de ti	Pop	Spotify	AD	292
Noche de Travesura	Latin	Spotify	AD	292
Jenny (I Wanna Ruin Our Friendship)	Pop	Spotify	AD	292
Trouble	Alternative	Spotify	AD	291
A la luz del Lorenzo	Pop	Spotify	AD	291
One More Time (feat. Alida)	Dance	Spotify	AD	291
PIN PIN	Latin	Spotify	AD	291
Orphans	Alternative	Spotify	AD	290
Club de fans de John Boy	Pop	Spotify	AD	290
Tears in Heaven	Rock	Spotify	AD	290
Share That Love (feat. G-Eazy)	Pop	Spotify	AD	290
Let You Love Me	Pop	Spotify	AD	289
¿Y cómo es él?	Pop	Spotify	AD	289
La vie en rose	Pop	Spotify	AD	289
Kiss	Pop	Spotify	AD	289
Princesa de Oro	Rap/Hip Hop	Spotify	AD	289
Ella vive en mí (feat. Antonio Orozco)	Latin	Spotify	AD	289
Que se joda el viento	Rock	Spotify	AD	289
Together	Pop	Spotify	AD	289
Commitment Issues	Rap/Hip Hop	Spotify	AD	289
Seguro Te Pierdo	Latin	Spotify	AD	288
Boss Bitch	Soundtrack	Spotify	AD	288
La Bestia	Pop	Spotify	AD	288
Break from Toronto	R&B	Spotify	AD	287
Laura no està	Pop	Spotify	AD	287
As de Corazones	Soundtrack	Spotify	AD	287
Aunque no te pueda ver	Pop	Spotify	AD	287
20 Min	Rap/Hip Hop	Spotify	AD	287
Wicked Games (feat. Anna Naklab)	Pop	Spotify	AD	286
Friends	Pop	Spotify	AD	286
Hora Loca	Latin	Spotify	AD	286
Some Nights	Alternative	Spotify	AD	286
La fuerza del corazón	Pop	Spotify	AD	286
Anywhere	Pop	Spotify	AD	285
Sarandonga	Pop	Spotify	AD	285
Todo Bien Remix (feat. Nickzzy)	Rap/Hip Hop	Spotify	AD	284
Amigas	Pop	Spotify	AD	284
Wicked Game	Pop	Spotify	AD	284
abcdefu (angrier)	Pop	Spotify	AD	283
Black Velvet	Rock	Spotify	AD	283
The Trooper	Rock	Spotify	AD	283
Who's That Chick? (feat. Rihanna)	Dance	Spotify	AD	282
El ritmo del garaje	Pop	Spotify	AD	282
Oohla Oohla	Dance	Spotify	AD	282
You To Me Are Everything	R&B	Spotify	AD	281
Build Me Up Buttercup	Rock	Spotify	AD	281
Te necesito	Pop	Spotify	AD	281
Mira cómo vuelo	Pop	Spotify	AD	281
Bendita Tu Luz	Pop	Spotify	AD	280
Complicidad (feat. Manuel Medrano)	Pop	Spotify	AD	280
Good as Hell	Rap/Hip Hop	Spotify	AD	280
Pa ti pa mí na má	World Music	Spotify	AD	279
(You Make Me Feel Like) A Natural Woman	R&B	Spotify	AD	278
Human (feat. Echoes)	Dance	Spotify	AD	278
Cruz de navajas	Pop	Spotify	AD	278
Mama Said	Pop	Spotify	AD	278
Me Quedé Contigo (feat. Álvaro De Luna)	Singer/Songwriter	Spotify	AD	277
Hablemos de amor	Latin Pop	Spotify	AD	276
El Nano	Pop	Spotify	AD	276
Everywhere (BBC Children In Need)	Pop	Spotify	AD	276
Edge of Seventeen	Rock	Spotify	AD	276
Don’t Forget My Love	Dance	Spotify	AD	276
Ya no siento nada	Latin Pop	Spotify	AD	276
Teenagers	Alternative	Spotify	AD	276
Rise Up	Dance	Spotify	AD	276
Sleeping Satellite	Pop	Spotify	AD	276
Be Mine	Pop	Spotify	AD	276
Natural Blues	Electronica	Spotify	AD	275
Somebody's Watching Me	Dance	Spotify	AD	275
Rampampam	Dance	Spotify	AD	274
Non, je ne regrette rien	Pop	Spotify	AD	274
Play with Fire (feat. Yacht Money)	Alternative	Spotify	AD	274
Love Is In The Air	Dance	Spotify	AD	274
Risk It All	Pop	Spotify	AD	273
Te amo	Pop	Spotify	AD	273
Allí donde solíamos gritar	Pop	Spotify	AD	273
Whisky barato	Pop	Spotify	AD	273
